text,emotion,emotion_code,processed_text
"Listen, the number that you gave me 853-5…   That is their old number!",anger,2,"Listen , the number that you gave me 853-5… That is their old number !"
I was just trying to bring a little culture to the group.,sadness,1,I was just trying to bring a little culture to the group .
"Well, now I do!!",surprise,4,"Well , now I do ! !"
"Oh, come on.",disgust,5,"Oh , come on ."
"Oh, ah- the kid has it.",neutral,6,"Oh , ah- the kid has it ."
"Well, I like that idea.",happiness,0,"Well , I like that idea ."
"Look, Carol never threw me out of a room before you came along.",anger,2,"Look , Carol never threw me out of a room before you came along ."
"Geez, sounds like you should be going on this date!",surprise,4,"Geez , sounds like you should be going on this date !"
I know. I like it up here.,happiness,0,I know . I like it up here .
"I mean naked game. Strip poker, we should totally play strip poker.",happiness,0,"I mean naked game . Strip poker , we should totally play strip poker ."
"I'm right, right?",neutral,6,"I am right , right ?"
That’s funny. Umm….  It’s not funny.,fear,3,That’s funny . Umm… . It is not funny .
"Oh yay! Great! Okay, what room number is he in?",happiness,0,"Oh yay ! Great ! Okay , what room number is he in ?"
Ow!! Ow!!!,disgust,5,Ow ! ! Ow ! ! !
"Now wait a minute, you be nice! All right? I didn’t bring you here so you can ambush her.",anger,2,"Now wait a minute , you be nice ! All right ? I didn’t bring you here so you can ambush her ."
They’re not true?,fear,3,They are not true ?
Oh my God!,surprise,4,Oh my God !
"This is your grandmother’s engagement ring, I want you to give it to Rachel.",happiness,0,"This is your grandmother’s engagement ring , I want you to give it to Rachel ."
What? What?,fear,3,What ? What ?
"Uhh, yes I did but there isn't. Okay, here we go.",sadness,1,"Uhh , yes I did but there isn't . Okay , here we go ."
Surprise,sadness,1,Surprise
"I, umm, shut up!",anger,2,"I , umm , shut up !"
When are you coming home?,neutral,6,When are you coming home ?
"Man, it must be so cool remembering stuff like that! I don't have any past life memories.",happiness,0,"Man , it must be so cool remembering stuff like that ! I do not have any past life memories ."
"Joey. Joey, something feels weird and not good weird. I don’t—Whoa!!",fear,3,"Joey . Joey , something feels weird and not good weird . I don’t—Whoa ! !"
"What, what, what is it with you and this holiday?",anger,2,"What , what , what is it with you and this holiday ?"
"Well, y'know, you and me, it had to end sometime.",sadness,1,"Well , y'know , you and me , it had to end sometime ."
"Oh, no no no no. Oh no no no no. I have to do this to her?",fear,3,"Oh , no no no no . Oh no no no no . I have to do this to her ?"
I thought they could...I'll try to get back as soon as I can. I'm sorry.,sadness,1,I thought they could . . . I'll try to get back as soon as I can . I am sorry .
"Okay, I will find someplace else to do the rest of my appointments. I just don’t know what the big deal is!",anger,2,"Okay , I will find someplace else to do the rest of my appointments . I just do not know what the big deal is !"
I was surprised to see a kangaroo in a World War I epic.,surprise,4,I was surprised to see a kangaroo in a World War I epic .
"Look honey, you don’t have to do this, okay?",surprise,4,"Look honey , you do not have to do this , okay ?"
It's over! You,happiness,0,It is over ! You
"Well, there's no way I'm gonna get a shot.",fear,3,"Well , there's no way I am gonna get a shot ."
We are bad people.,disgust,5,We are bad people .
How do you know?,fear,3,How do you know ?
"...and he couldn’t let it go, and... I don’t really know what happened with that either.",neutral,6,". . . and he couldn’t let it go , and . . . I do not really know what happened with that either ."
"Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn’t make any difference, except that I could pick your Father up and say ‘Like me!",anger,2,"Look sweetie , I could be the bigger man , I could be the biggest man , I could be a big , huge , giant man , and it still wouldn’t make any difference , except that I could pick your Father up and say ‘Like me !"
Really? ‘Cause I could kinda use the money.,surprise,4,Really ? ‘Cause I could kinda use the money .
"Umm, listen I am sorry, but I’ll put some out first thing in the morning.",sadness,1,"Umm , listen I am sorry , but I’ll put some out first thing in the morning ."
"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",disgust,5,"Rachel , it is not that your friend is bad , it is that she's so bad , she makes me want to put my finger through my eye into my brain and swirl it around ."
Just coffee! Where are we gonna hang out now?,disgust,5,Just coffee ! Where are we gonna hang out now ?
Yeah. With a bite!  Gee-e-e-eez!,happiness,0,Yeah . With a bite ! Gee-e-e-eez !
"Oh! Here it is!  Ooh, Joey! Why did you sign it, ""Son of a bitch?""",surprise,4,"Oh ! Here it is ! Ooh , Joey ! Why did you sign it , ""Son of a bitch ? """
Hey sweetie!,happiness,0,Hey sweetie !
That’s not how that was supposed to come out.,sadness,1,That’s not how that was supposed to come out .
Nooo!,surprise,4,Nooo !
"Thank you, Monica.",happiness,0,"Thank you , Monica ."
Our last ocean view room was unacceptable to you.,happiness,0,Our last ocean view room was unacceptable to you .
"About a month ago this guy spent the night with Rachel, I didn’t see who it was but",disgust,5,"About a month ago this guy spent the night with Rachel , I didn’t see who it was but"
It was…really wonderful!,happiness,0,It was…really wonderful !
"Here you go, maybe this'll cheer you up.",happiness,0,"Here you go , maybe this'll cheer you up ."
Hey-hey.,happiness,0,Hey-hey .
"Please, I'm not going for anything.",disgust,5,"Please , I am not going for anything ."
"They can’t all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",happiness,0,"They cannot all be bad . Find the one where you make your bedroom eyes . Ohh , there it is ."
How could you have kept all of this from me?,fear,3,How could you have kept all of this from me ?
I didn’t make it!,sadness,1,I didn’t make it !
"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",sadness,1,"We were walking by this antique store , and I saw this pin in the window , and I told him that it was just like one my grandmother had when I was a little girl ."
Oh it was perfect! I mean it really felt like he was my friend again.,happiness,0,Oh it was perfect ! I mean it really felt like he was my friend again .
"Oh no, stay here we’ll keep doing this. I’ll pay you.",neutral,6,"Oh no , stay here we’ll keep doing this . I’ll pay you ."
"Uh, Pheebs, some people call that breaking and entering.",fear,3,"Uh , Pheebs , some people call that breaking and entering ."
"Oh, what’d ya bring me?!",happiness,0,"Oh , what’d ya bring me ? !"
"Oh yeah?  If I can’t, I’ll knock five bucks off the price off the unit.",anger,2,"Oh yeah ? If I cannot , I’ll knock five bucks off the price off the unit ."
Are you gonna break up with me if I get fat again?,fear,3,Are you gonna break up with me if I get fat again ?
"Oh yeah, he looked like a real lumberjack in those pink lacys.",disgust,5,"Oh yeah , he looked like a real lumberjack in those pink lacys ."
Aw come on Phoebe would you just think about it?,sadness,1,Aw come on Phoebe would you just think about it ?
"Ahh, nooo!!",happiness,0,"Ahh , nooo ! !"
It’s just if-if we got together again and it didn’t work out…I could never do that to Emma.,sadness,1,It is just if-if we got together again and it didn’t work out…I could never do that to Emma .
And I-I realize that the competition is fierce but—I'm sorry.,neutral,6,And I-I realize that the competition is fierce but—I am sorry .
Oh. Ew! Ew! Ew! Ugh! Y’know what? This is too weird.,disgust,5,Oh . Ew ! Ew ! Ew ! Ugh ! You know what ? This is too weird .
"Okay.  You uh, you wanna hear something weird?",happiness,0,"Okay . You uh , you wanna hear something weird ?"
"Oh, ew!",disgust,5,"Oh , ew !"
"Okay, in we go.",happiness,0,"Okay , in we go ."
Maybe because you’ve got the keys?,anger,2,Maybe because you’ve got the keys ?
You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!,disgust,5,You slept with somebody three hours after you thought you broke up . I mean bullets have left guns slower !
"Sophie, would you please climb out of my butt. Why hasn’t he called, Rachel? Why?",anger,2,"Sophie , would you please climb out of my butt . Why hasn’t he called , Rachel ? Why ?"
Where are you Vic?,neutral,6,Where are you Vic ?
"Yeah, this is Frank Buffay and you are standing right there next to him.",anger,2,"Yeah , this is Frank Buffay and you are standing right there next to him ."
I made a promise that--Oh hey!,surprise,4,I made a promise that--Oh hey !
What the? What,surprise,4,What the ? What
"I uh, I just came by because I-I want to talk to you about something.",fear,3,"I uh , I just came by because I-I want to talk to you about something ."
What? So now I’m not allowed to fire him?,surprise,4,What ? So now I am not allowed to fire him ?
"""Indeed there isn't""... I should really get back to work.",happiness,0,"""Indeed there isn't"" . . . I should really get back to work ."
"No, I tired!",surprise,4,"No , I tired !"
"Oh, what was that for? Like a bake sale?",surprise,4,"Oh , what was that for ? Like a bake sale ?"
"Oh please, they're having sex.",sadness,1,"Oh please , they are having sex ."
"It-it-it’s no big deal, all right, I’m-I’m cool.",fear,3,"It-it-it is no big deal , all right , I’m-I am cool ."
This sounds like a hernia. You have to—you-you go to the doctor!,surprise,4,This sounds like a hernia . You have to—you-you go to the doctor !
You have no idea how loud they are!,disgust,5,You have no idea how loud they are !
Does Ralph mumble when you’re not paying attention?,neutral,6,Does Ralph mumble when you are not paying attention ?
Ezel? Ezel? Ezel?,surprise,4,Ezel ? Ezel ? Ezel ?
What are,neutral,6,What are
"Um-hmm! Look, I-I-I don't know how much more of this I can take! Did you know he taped over my",anger,2,"Um-hmm ! Look , I-I-I do not know how much more of this I can take ! Did you know he taped over my"
"All right, the seven of us miss you.",happiness,0,"All right , the seven of us miss you ."
Aw come on Phoebe would you just think about it?,sadness,1,Aw come on Phoebe would you just think about it ?
My parents will be so happy.,disgust,5,My parents will be so happy .
Joey!!,anger,2,Joey ! !
Have fun.,neutral,6,Have fun .
"And she was like ""Oh, don't worry!",sadness,1,"And she was like ""Oh , do not worry !"
