text,emotion,emotion_code,sub_emotion,processed_text
Because the neighbor finds it all a bit a lot.,anger,2,annoyance,Because the neighbor finds it all a bit a lot .
She can find that. Because how many cars are there in total?,surprise,4,curiosity,She can find that . Because how many cars are there in total ?
I have three cars. Three cars. From the whole family.,neutral,6,neutral,I have three cars . Three cars . From the whole family .
"Yes, that's right. The neighbor says ...",neutral,6,neutral,"Yes , that's right . The neighbor says . . ."
Everyone has their own parking space at his apartment ...,neutral,6,neutral,Everyone has their own parking space at his apartment . . .
And it runs to the P.,neutral,6,neutral,And it runs to the P .
But we have VVE meetings every year ...,neutral,6,neutral,But we have VVE meetings every year . . .
in which the parking problem was discussed.,neutral,6,neutral,in which the parking problem was discussed .
Because there is just too little parking space for all houses.,neutral,6,neutral,Because there is just too little parking space for all houses .
And the other residents have no problems with it ...,neutral,6,neutral,And the other residents have no problems with it . . .
That the cars are parked double.,neutral,6,neutral,That the cars are parked double .
But have you received permission? Yes. Written.,neutral,6,neutral,But have you received permission ? Yes . Written .
So you can stand from the association of owners?,surprise,4,curiosity,So you can stand from the association of owners ?
"Yes, that's right.",neutral,6,neutral,"Yes , that's right ."
But then there is also a camper. Yes.,neutral,6,neutral,But then there is also a camper . Yes .
"And that is sometimes here, I understood. That's right.",neutral,6,neutral,"And that is sometimes here , I understood . That's right ."
The internal rules are included ...,neutral,6,neutral,The internal rules are included . . .
"That caravans, campers otherwise ...",neutral,6,neutral,"That caravans , campers otherwise . . ."
may be parked in front of the door for 10 days.,neutral,6,neutral,may be parked in front of the door for 10 days .
"Okay, well, the neighbor is not aware of that ...",surprise,4,confusion,"Okay , well , the neighbor is not aware of that . . ."
"According to the neighbor, she received permission from the VVE ...",neutral,6,neutral,"According to the neighbor , she received permission from the VVE . . ."
To park the cars double outside the profession.,neutral,6,neutral,To park the cars double outside the profession .
"And according to her, the camper can be there for 10 days in a row.",neutral,6,neutral,"And according to her , the camper can be there for 10 days in a row ."
She came to live here.,neutral,6,neutral,She came to live here .
She went directly to the VVE board ...,neutral,6,neutral,She went directly to the VVE board . . .
And that hand clapping under the table through my chef's head.,surprise,4,confusion,And that hand clapping under the table through my chef's head .
"When they herself on the board ... yes, she's still there.",neutral,6,neutral,"When they herself on the board . . . yes , she's still there ."
"Oh, she is a board member. Yes. Nice and easy.",neutral,6,neutral,"Oh , she is a board member . Yes . Nice and easy ."
"Yes, that's easy.",neutral,6,neutral,"Yes , that's easy ."
He is sitting exactly at you.,neutral,6,neutral,He is sitting exactly at you .
Then we have the following problem.,neutral,6,neutral,Then we have the following problem .
"You can put it down, you know.",neutral,6,neutral,"You can put it down , you know ."
"And not just a bit too. Yes, that's right.",neutral,6,neutral,"And not just a bit too . Yes , that's right ."
What did you say to her?,surprise,4,curiosity,What did you say to her ?
Something the dogs don't like. Yes.,neutral,6,neutral,Something the dogs do not like . Yes .
But she tried to drive me here twice in the parking lot.,anger,2,anger,But she tried to drive me here twice in the parking lot .
As in Expres? Yes.,surprise,4,surprise,As in Expres ? Yes .
The weather was free.,neutral,6,neutral,The weather was free .
"There are benches here, we were on that.",neutral,6,neutral,"There are benches here , we were on that ."
My daughter and me. My husband was busy with garden maintenance.,neutral,6,neutral,My daughter and me . My husband was busy with garden maintenance .
And he asked me if I would like to get a container.,neutral,6,neutral,And he asked me if I would like to get a container .
So I got up. I walk away from those benches.,neutral,6,neutral,So I got up . I walk away from those benches .
And she comes up with the parking lot full of gas.,anger,2,anger,And she comes up with the parking lot full of gas .
And then? She stopped on such a piece for me.,surprise,4,confusion,And then ? She stopped on such a piece for me .
"Are you shocked? Yes, very bad.",fear,3,fear,"Are you shocked ? Yes , very bad ."
And you think she did that on purpose?,surprise,4,curiosity,And you think she did that on purpose ?
"Oh, I know for sure.",neutral,6,realization,"Oh , I know for sure ."
According to the neighbors you have tried a few times ...,surprise,4,curiosity,According to the neighbors you have tried a few times . . .
"Yes, I just say it ...",neutral,6,neutral,"Yes , I just say it . . ."
to drive the neighbor.,anger,2,anger,to drive the neighbor .
I never tried.,neutral,6,neutral,I never tried .
But you already hated her.,anger,2,anger,But you already hated her .
"Well, sympathy is different. Yes.",neutral,6,neutral,"Well , sympathy is different . Yes ."
So you just had ...,neutral,6,neutral,So you just had . . .
"I never did, no.",neutral,6,neutral,"I never did , no ."
But how does she get there? Because she has that feeling.,surprise,4,confusion,But how does she get there ? Because she has that feeling .
"When she sees me coming, she doesn't go a step to the left.",anger,2,annoyance,"When she sees me coming , she doesn't go a step to the left ."
"No, she just comes to the right. And then I stop.",anger,2,annoyance,"No , she just comes to the right . And then I stop ."
"And why does she do that? Yes, just from I am hit.",surprise,4,confusion,"And why does she do that ? Yes , just from I am hit ."
Because I also heard that rumor.,anger,2,annoyance,Because I also heard that rumor .
"Yes, there is a pressure on that. And she is only angry with that.",anger,2,anger,"Yes , there is a pressure on that . And she is only angry with that ."
The neighbor says that you are the one who comes to her.,neutral,6,neutral,The neighbor says that you are the one who comes to her .
She drives towards me and I freeze.,fear,3,fear,She drives towards me and I freeze .
That's because I have Addison's disease.,neutral,6,neutral,That's because I have Addison's disease .
And what does Addison's disease entail?,surprise,4,curiosity,And what does Addison's disease entail ?
I don't make a stress hormone ...,neutral,6,neutral,I do not make a stress hormone . . .
Which makes a stressful situation approaching me ...,fear,3,fear,Which makes a stressful situation approaching me . . .
"You feel no fear? No, I freeze.",fear,3,fear,"You feel no fear ? No , I freeze ."
Don't you think of a car? No.,surprise,4,confusion,Do not you think of a car ? No .
I could only ... what now?,surprise,4,confusion,I could only . . . what now ?
Such an almost collision ensures that I get very sick physically ...,fear,3,fear,Such an almost collision ensures that I get very sick physically . . .
And therefore lying in bed for days ...,sadness,1,sadness,And therefore lying in bed for days . . .
Because my body has to recover from the shock moment ...,sadness,1,disappointment,Because my body has to recover from the shock moment . . .
To call it that.,neutral,6,neutral,To call it that .
"So she almost hit you, you say.",surprise,4,surprise,"So she almost hit you , you say ."
Have more things happened?,surprise,4,curiosity,Have more things happened ?
Actually everything. She photographs everything we do.,anger,2,annoyance,Actually everything . She photographs everything we do .
If we have the camper here and I put the car next to it ...,neutral,6,neutral,If we have the camper here and I put the car next to it . . .
"To release my groceries, she is already taking pictures.",anger,2,annoyance,"To release my groceries , she is already taking pictures ."
"Yes, she is immediately ready with the camera.",anger,2,annoyance,"Yes , she is immediately ready with the camera ."
Then she is ready? Yes.,neutral,6,neutral,Then she is ready ? Yes .
"And do you find that annoying? Absolutely, yes.",anger,2,annoyance,"And do you find that annoying ? Absolutely , yes ."
I'm completely done with it.,anger,2,annoyance,I am completely done with it .
But for her I will hoe with love for 60 hours.,happiness,0,love,But for her I will hoe with love for 60 hours .
The u do there. Yes.,neutral,6,neutral,The u do there . Yes .
The neighbor just has to stop her whining.,anger,2,annoyance,The neighbor just has to stop her whining .
"We really stand in the way of no one, we are nobody to a burden.",neutral,6,neutral,"We really stand in the way of no one , we are nobody to a burden ."
She's just a nagging.,anger,2,annoyance,She's just a nagging .
Master Visser will come here soon.,neutral,6,neutral,Master Visser will come here soon .
And he comes to investigate the case well.,happiness,0,optimism,And he comes to investigate the case well .
"Because that seems clear to me, something has to happen.",happiness,0,optimism,"Because that seems clear to me , something has to happen ."
What is your requirement for Meester Visser?,surprise,4,curiosity,What is your requirement for Meester Visser ?
A total contact and access ban.,happiness,0,optimism,A total contact and access ban .
And otherwise the CBR must go and see.,happiness,0,optimism,And otherwise the CBR must go and see .
I'll come and get you again when the master has arrived with a hat.,neutral,6,neutral,I'll come and get you again when the master has arrived with a hat .
Totally good. See you soon.,neutral,6,neutral,Totally good . See you soon .
I find it interesting today.,surprise,4,curiosity,I find it interesting today .
Because we are dealing with a typical case.,surprise,4,curiosity,Because we are dealing with a typical case .
Oergol our parking.,neutral,6,neutral,Oergol our parking .
So I think many people are sitting on the edge of their seats at home.,happiness,0,excitement,So I think many people are sitting on the edge of their seats at home .
